id,lon,lat,Panorama_ID,route_1,route_1_seq,route_2,route_2_seq,route_3,route_3_seq,INDEX_THERMAL,INDEX_BUILT ENVIRONMENT,INDEX_FAMILIARITY,INDEX_PROXIMITY,thermal_comfort,greenery_rate,seg_sky,shading_area,human_scale,Street furniture,seg_sidewalk,CCTV coverage,Lighting,Maintenance & cleanliness,Presence of other people,Street vendors seating,Shops,Street vendors,dist_to_city_hall,dist_to_bank,dist_to_healthcare,dist_to_education,dist_to_police,dist_to_hospital,Traffic_low_evening,Traffic_high_evening,Traffic_low_morning,Traffic_high_morning,DIST_EMERGENCY,DIST_CAREGIVING,DIST_BUREAROCRATIC
177,106.7493489,-6.178184,street_view_collage_177,,,,,,,0.04,0.13,0.27,0.67,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.81,0.43,0.82,0.91,0.58,1.0,0.0,1.0,0.0,0.74,0.62,0.66
178,106.7456937,-6.1750591,street_view_collage_178,,,,,,,0.61,0.34,0.3,0.72,0.61,0.72,0.2,0.71,0.74,0.0,0.06,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.83,0.73,0.63,0.74,0.84,0.58,1.0,0.0,1.0,0.0,0.71,0.68,0.78
179,106.7435829,-6.1715676,street_view_collage_179,,,,,,,0.04,0.13,0.27,0.52,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.56,0.48,0.57,0.72,0.52,1.0,0.0,1.0,0.0,0.62,0.52,0.42
18,106.7381171,-6.1671284,street_view_collage_18,,,,,,,0.37,0.28,0.27,0.54,0.37,0.13,0.74,0.47,0.17,0.0,0.03,0.0,0.0,1.0,0.05,0.0,0.0,0.17,0.81,0.4,0.46,0.68,0.45,0.44,1.0,0.0,1.0,0.0,0.44,0.57,0.6
180,106.7471873,-6.1682088,street_view_collage_180,,,,,,,0.46,0.26,0.24,0.61,0.46,0.23,0.45,0.52,0.19,0.17,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.57,0.57,0.66,0.78,0.7,0.37,1.0,0.0,1.0,0.0,0.53,0.72,0.57
181,106.7400848,-6.1741468,street_view_collage_181,,,,,,,0.39,0.31,0.27,0.47,0.39,0.47,0.42,0.58,0.43,0.0,0.25,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.44,0.19,0.27,0.64,0.62,0.65,1.0,0.0,1.0,0.0,0.64,0.46,0.32
182,106.7522108,-6.1855307,street_view_collage_182,,,,,,,0.41,0.43,0.37,0.78,0.41,0.67,0.27,0.71,0.74,0.33,0.09,0.0,0.57,0.5,0.2,0.0,0.2,0.17,0.69,0.98,0.92,0.69,0.61,0.78,1.0,0.0,1.0,0.0,0.7,0.8,0.84
183,106.7491836,-6.1824341,street_view_collage_183,,,,,,,0.79,0.41,0.29,0.69,0.79,0.6,0.36,0.68,0.63,0.17,0.2,0.0,0.57,0.5,0.0,0.0,0.0,0.0,0.87,0.58,0.6,0.69,0.74,0.65,1.0,0.0,1.0,0.0,0.7,0.64,0.72
184,106.7498213,-6.186237,street_view_collage_184,,,,,,,0.46,0.35,0.3,0.71,0.46,0.5,0.38,0.56,0.48,0.33,0.23,0.0,0.14,0.5,0.25,0.0,0.0,0.0,0.51,0.73,0.7,0.93,0.7,0.7,0.5,0.5,1.0,0.0,0.7,0.82,0.62
185,106.7466901,-6.1644544,street_view_collage_185,,,,,,,0.51,0.32,0.27,0.64,0.51,0.34,0.76,0.59,0.39,0.0,0.04,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.9,0.4,0.9,0.81,0.55,0.27,1.0,0.0,1.0,0.0,0.41,0.86,0.65
186,106.7339749,-6.1899165,street_view_collage_186,,,,,,,0.5,0.38,0.31,0.57,0.5,0.46,0.56,0.45,0.46,0.0,0.05,0.0,0.43,1.0,0.25,0.0,0.1,0.0,0.35,0.76,0.46,0.26,0.67,0.94,0.5,0.5,1.0,0.0,0.8,0.36,0.55
187,106.740828,-6.1736591,street_view_collage_187,,,,,,,0.49,0.29,0.29,0.43,0.49,0.64,0.32,0.52,0.59,0.0,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.32,0.28,0.2,0.52,0.65,0.63,1.0,0.0,1.0,0.0,0.64,0.36,0.3
188,106.7384146,-6.1644732,street_view_collage_188,,,,,,,0.63,0.31,0.27,0.64,0.63,0.46,0.44,0.71,0.43,0.0,0.13,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.97,0.64,0.56,0.93,0.39,0.35,1.0,0.0,1.0,0.0,0.37,0.75,0.8
189,106.7512615,-6.1784901,street_view_collage_189,,,,,,,0.77,0.38,0.3,0.56,0.77,0.72,0.54,0.48,0.73,0.0,0.01,0.0,0.43,0.5,0.0,0.0,0.0,0.0,0.34,0.63,0.34,0.53,0.88,0.64,1.0,0.0,1.0,0.0,0.76,0.44,0.48
19,106.7465504,-6.1719696,street_view_collage_19,,,,,,,0.66,0.36,0.3,0.67,0.66,0.74,0.34,0.61,0.7,0.17,0.01,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.45,0.87,0.79,0.65,0.81,0.48,1.0,0.0,1.0,0.0,0.64,0.72,0.66
190,106.754627,-6.1904765,street_view_collage_190,,,,,,,0.41,0.35,0.35,0.61,0.41,0.42,0.4,0.57,0.46,0.17,0.24,0.0,0.43,0.5,0.2,0.0,0.2,0.33,0.25,0.99,0.35,0.7,0.54,0.85,1.0,0.0,1.0,0.0,0.7,0.52,0.62
191,106.7505495,-6.1778476,street_view_collage_191,,,,,,,0.3,0.35,0.28,0.62,0.3,0.5,0.31,0.62,0.48,0.33,0.37,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.39,0.73,0.43,0.65,0.92,0.6,1.0,0.0,1.0,0.0,0.76,0.54,0.56
192,106.7371786,-6.1633346,street_view_collage_192,,,,,,,0.42,0.27,0.43,0.61,0.42,0.35,0.35,0.69,0.31,0.33,0.12,0.0,0.29,0.0,0.3,0.8,0.1,0.33,0.73,0.58,0.72,0.98,0.32,0.32,1.0,0.0,1.0,0.0,0.32,0.85,0.66
193,106.7310464,-6.1696009,street_view_collage_193,,,,,,,0.47,0.22,0.25,0.45,0.47,0.2,0.38,0.66,0.24,0.0,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.53,0.28,0.44,0.72,0.24,0.51,1.0,0.0,1.0,0.0,0.38,0.58,0.4
194,106.7448386,-6.1831166,street_view_collage_194,,,,,,,0.3,0.29,0.37,0.5,0.3,0.49,0.34,0.65,0.52,0.0,0.11,0.0,0.0,0.5,0.0,0.4,0.1,0.33,0.53,0.26,0.2,0.5,0.75,0.75,1.0,0.0,1.0,0.0,0.75,0.35,0.4
195,106.7439475,-6.1607859,street_view_collage_195,,,,,route_3,20.0,0.5,0.29,0.4,0.66,0.5,0.25,0.21,0.68,0.31,0.0,0.83,0.0,0.29,0.0,0.35,0.4,0.2,0.33,0.79,0.7,0.86,0.92,0.48,0.19,1.0,0.0,1.0,0.0,0.34,0.89,0.74
196,106.7412718,-6.1759358,street_view_collage_196,,,,,,,0.04,0.13,0.27,0.52,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.18,0.8,0.67,0.69,1.0,0.0,1.0,0.0,0.68,0.49,0.4
197,106.7348697,-6.1610986,street_view_collage_197,,,,,,,0.71,0.28,0.36,0.48,0.71,0.7,0.03,0.95,0.71,0.0,0.17,0.0,0.0,0.0,0.2,0.2,0.0,0.17,0.75,0.35,0.82,0.54,0.2,0.25,1.0,0.0,1.0,0.0,0.22,0.68,0.55
198,106.7386183,-6.1635405,street_view_collage_198,,,,,,,0.6,0.25,0.26,0.62,0.6,0.22,0.41,0.73,0.31,0.0,0.06,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.85,0.71,0.64,0.82,0.37,0.32,1.0,0.0,1.0,0.0,0.34,0.73,0.78
199,106.7462897,-6.1835227,street_view_collage_199,,,,,,,0.53,0.49,0.41,0.57,0.53,0.66,0.22,0.75,0.63,0.83,0.04,0.5,0.29,0.5,0.05,1.0,0.0,0.0,0.69,0.35,0.36,0.6,0.74,0.71,1.0,0.0,1.0,0.0,0.72,0.48,0.52
2,106.7486821,-6.18109,street_view_collage_2,,,,,,,0.11,0.29,0.27,0.69,0.11,0.46,0.64,0.32,0.43,0.0,0.11,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.83,0.54,0.47,0.88,0.79,0.61,1.0,0.0,1.0,0.0,0.7,0.68,0.68
20,106.7363016,-6.1622562,street_view_collage_20,,,,,route_3,6.0,0.55,0.36,0.29,0.58,0.55,0.49,0.51,0.65,0.54,0.17,0.08,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.78,0.5,0.84,0.8,0.27,0.29,1.0,0.0,1.0,0.0,0.28,0.82,0.64
200,106.7482999,-6.1715415,street_view_collage_200,,,,,,,0.41,0.3,0.27,0.69,0.41,0.42,0.76,0.19,0.4,0.0,0.11,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.34,0.91,0.88,0.78,0.83,0.43,1.0,0.0,1.0,0.0,0.63,0.83,0.62
201,106.7352166,-6.167037,street_view_collage_201,,,,,,,0.42,0.16,0.26,0.58,0.42,0.05,0.52,0.61,0.11,0.0,0.03,0.0,0.14,0.0,0.1,0.0,0.1,0.0,0.87,0.21,0.71,0.89,0.35,0.44,1.0,0.0,1.0,0.0,0.4,0.8,0.54
202,106.7457369,-6.1830895,street_view_collage_202,,,,,,,0.28,0.3,0.28,0.55,0.28,0.45,0.52,0.54,0.52,0.0,0.19,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.65,0.3,0.29,0.6,0.74,0.72,1.0,0.0,1.0,0.0,0.73,0.44,0.48
203,106.7402682,-6.1779208,street_view_collage_203,,,,,,,0.44,0.3,0.29,0.54,0.44,0.48,0.55,0.5,0.47,0.0,0.09,0.0,0.14,0.5,0.1,0.0,0.0,0.0,0.58,0.19,0.2,0.88,0.63,0.76,1.0,0.0,1.0,0.0,0.7,0.54,0.38
204,106.7433449,-6.1654397,street_view_collage_204,,,,,,,0.2,0.26,0.37,0.61,0.2,0.11,0.62,0.48,0.08,0.17,0.34,0.5,0.0,0.0,0.3,0.4,0.2,0.33,0.64,0.61,0.73,0.78,0.54,0.34,1.0,0.0,1.0,0.0,0.44,0.76,0.62
205,106.7360873,-6.1691195,street_view_collage_205,,,,,,,0.51,0.3,0.26,0.53,0.51,0.24,0.88,0.47,0.29,0.0,0.0,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.77,0.11,0.47,0.93,0.42,0.51,1.0,0.0,1.0,0.0,0.46,0.7,0.44
206,106.7532299,-6.1594171,street_view_collage_206,,,,,,,0.67,0.37,0.35,0.66,0.67,0.47,0.06,0.93,0.56,0.17,0.35,0.0,0.29,0.5,0.3,0.0,0.1,0.17,0.94,0.77,0.69,0.61,0.82,0.11,1.0,0.0,1.0,0.0,0.46,0.65,0.86
207,106.7458885,-6.1636418,street_view_collage_207,,,,,,,0.41,0.22,0.26,0.65,0.41,0.11,0.47,0.63,0.18,0.0,0.09,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.79,0.51,0.85,0.96,0.52,0.26,1.0,0.0,1.0,0.0,0.39,0.9,0.65
208,106.7455557,-6.176395,street_view_collage_208,,,,,,,0.53,0.38,0.36,0.73,0.53,0.33,0.36,0.77,0.35,0.0,0.34,0.5,0.29,0.5,0.15,0.0,0.4,0.33,0.86,0.75,0.52,0.84,0.84,0.61,1.0,0.0,1.0,0.0,0.72,0.68,0.8
209,106.7462979,-6.1729904,street_view_collage_209,,,,,,,0.5,0.31,0.34,0.7,0.5,0.53,0.21,0.65,0.49,0.0,0.25,0.0,0.14,0.5,0.0,0.4,0.0,0.17,0.59,0.85,0.78,0.64,0.83,0.51,1.0,0.0,1.0,0.0,0.67,0.71,0.72
21,106.7458294,-6.1715928,street_view_collage_21,,,,,,,0.62,0.31,0.3,0.63,0.62,0.66,0.27,0.71,0.62,0.0,0.05,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.39,0.79,0.71,0.61,0.78,0.48,1.0,0.0,1.0,0.0,0.63,0.66,0.59
210,106.7429741,-6.1629198,street_view_collage_210,,,route_2,31.0,,,0.37,0.27,0.41,0.68,0.37,0.46,0.49,0.59,0.45,0.17,0.25,0.0,0.0,0.0,0.25,0.4,0.3,0.33,0.81,0.82,0.85,0.86,0.45,0.27,1.0,0.0,1.0,0.0,0.36,0.86,0.82
211,106.7324171,-6.1615194,street_view_collage_211,,,,,,,0.14,0.23,0.33,0.47,0.14,0.17,0.46,0.4,0.09,0.0,0.51,0.0,0.43,0.0,0.4,0.0,0.5,0.0,0.8,0.31,0.65,0.67,0.14,0.26,1.0,0.0,1.0,0.0,0.2,0.66,0.56
212,106.7409697,-6.1612903,street_view_collage_212,,,,,,,0.33,0.16,0.53,0.6,0.33,0.22,0.25,0.63,0.18,0.0,0.12,0.0,0.0,0.0,0.5,0.6,0.7,0.83,0.8,0.93,0.64,0.64,0.36,0.23,1.0,0.0,1.0,0.0,0.3,0.64,0.86
213,106.7501328,-6.1781636,street_view_collage_213,,,,,,,0.27,0.26,0.26,0.63,0.27,0.29,0.47,0.57,0.32,0.0,0.15,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.42,0.75,0.41,0.71,0.91,0.6,1.0,0.0,1.0,0.0,0.76,0.56,0.58
214,106.7398098,-6.1814582,street_view_collage_214,,,,,,,0.3,0.23,0.32,0.54,0.3,0.23,0.77,0.2,0.23,0.0,0.02,0.0,0.14,0.5,0.15,0.2,0.0,0.33,0.48,0.32,0.2,0.71,0.68,0.86,1.0,0.0,1.0,0.0,0.77,0.45,0.4
215,106.7521045,-6.1855716,street_view_collage_215,,,,,,,0.43,0.53,0.32,0.78,0.43,0.45,0.65,0.48,0.42,0.33,0.04,1.0,0.86,0.5,0.35,0.0,0.1,0.0,0.69,0.97,0.92,0.7,0.61,0.77,1.0,0.0,1.0,0.0,0.69,0.81,0.83
216,106.7426976,-6.1802095,street_view_collage_216,,,,,,,0.22,0.37,0.32,0.58,0.22,0.39,0.54,0.44,0.36,0.0,0.13,0.5,0.43,0.5,0.3,0.0,0.2,0.0,0.84,0.34,0.01,0.83,0.68,0.76,1.0,0.0,1.0,0.0,0.72,0.42,0.59
217,106.7384539,-6.1620035,street_view_collage_217,,,,,route_3,10.0,0.27,0.31,0.28,0.65,0.27,0.13,0.71,0.53,0.19,0.0,0.33,0.0,0.43,0.5,0.3,0.0,0.0,0.0,0.84,0.73,0.77,0.95,0.32,0.27,1.0,0.0,1.0,0.0,0.3,0.86,0.78
218,106.7530124,-6.1864559,street_view_collage_218,,,,,,,0.42,0.3,0.26,0.74,0.42,0.3,0.54,0.5,0.36,0.0,0.19,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.64,0.92,0.81,0.66,0.59,0.81,1.0,0.0,1.0,0.0,0.7,0.74,0.78
219,106.7411503,-6.1627651,street_view_collage_219,,,route_2,27.0,,,0.2,0.34,0.42,0.63,0.2,0.45,0.36,0.57,0.43,0.33,0.12,0.0,0.29,0.5,0.15,0.4,0.3,0.5,0.81,0.95,0.67,0.66,0.4,0.28,1.0,0.0,1.0,0.0,0.34,0.66,0.88
22,106.749664,-6.1801901,street_view_collage_22,,,route_2,47.0,route_3,34.0,0.48,0.26,0.35,0.67,0.48,0.5,0.1,0.71,0.46,0.0,0.24,0.0,0.29,0.0,0.15,0.0,0.2,0.33,0.66,0.61,0.45,0.84,0.83,0.63,0.5,0.5,1.0,0.0,0.73,0.64,0.64
220,106.7495117,-6.1901935,street_view_collage_220,,,,,,,0.81,0.4,0.36,0.53,0.81,0.67,0.28,0.79,0.65,0.33,0.12,0.0,0.29,0.5,0.1,0.4,0.1,0.0,0.0,0.97,0.36,0.45,0.74,0.69,1.0,0.0,1.0,0.0,0.72,0.4,0.48
221,106.7496703,-6.1758216,street_view_collage_221,,,,,,,0.45,0.49,0.32,0.75,0.45,0.78,0.55,0.62,0.89,0.17,0.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.85,0.66,0.91,1.0,0.54,1.0,0.0,1.0,0.0,0.77,0.78,0.71
222,106.7475359,-6.1559018,street_view_collage_222,,,,,,,0.21,0.31,0.28,0.59,0.21,0.3,0.61,0.36,0.21,0.17,0.03,0.0,0.57,0.5,0.35,0.0,0.0,0.0,0.81,0.39,0.86,0.82,0.64,0.0,1.0,0.0,1.0,0.0,0.32,0.84,0.6
223,106.7437301,-6.1609503,street_view_collage_223,,,,,route_3,19.0,0.38,0.25,0.4,0.66,0.38,0.08,0.54,0.64,0.13,0.33,0.03,0.0,0.0,0.5,0.2,0.6,0.2,0.5,0.8,0.73,0.85,0.89,0.47,0.2,1.0,0.0,1.0,0.0,0.34,0.87,0.76
224,106.736482,-6.1659523,street_view_collage_224,,,route_2,10.0,,,0.45,0.24,0.26,0.57,0.45,0.22,0.39,0.71,0.31,0.0,0.02,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.66,0.38,0.67,0.93,0.37,0.41,1.0,0.0,1.0,0.0,0.39,0.8,0.52
225,106.7331225,-6.1753882,street_view_collage_225,,,,,,,0.3,0.32,0.45,0.73,0.3,0.23,0.73,0.34,0.19,0.0,0.14,0.0,0.71,0.5,0.4,0.6,0.0,0.83,0.98,0.56,0.99,0.82,0.36,0.71,1.0,0.0,1.0,0.0,0.53,0.9,0.77
226,106.7368608,-6.1900767,street_view_collage_226,,,,,,,0.04,0.13,0.27,0.65,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.84,0.75,0.04,0.78,0.94,1.0,0.0,1.0,0.0,0.86,0.4,0.68
227,106.7485019,-6.1826947,street_view_collage_227,,,,,,,0.41,0.36,0.29,0.69,0.41,0.62,0.28,0.68,0.64,0.0,0.55,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.94,0.53,0.55,0.73,0.73,0.63,1.0,0.0,1.0,0.0,0.68,0.64,0.74
228,106.7389477,-6.175555,street_view_collage_228,,,,,,,0.27,0.25,0.28,0.55,0.27,0.45,0.39,0.48,0.41,0.0,0.06,0.0,0.0,0.5,0.15,0.0,0.0,0.0,0.66,0.06,0.39,0.91,0.59,0.71,1.0,0.0,1.0,0.0,0.65,0.65,0.36
229,106.7337316,-6.1821472,street_view_collage_229,,,,,,,0.66,0.39,0.29,0.62,0.66,0.49,0.5,0.8,0.65,0.0,0.27,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.8,0.49,0.27,0.69,0.56,0.93,1.0,0.0,1.0,0.0,0.75,0.48,0.64
23,106.7476487,-6.1729591,street_view_collage_23,,,,,,,0.54,0.3,0.29,0.77,0.54,0.51,0.36,0.63,0.5,0.0,0.08,0.0,0.14,0.5,0.1,0.0,0.0,0.0,0.56,0.97,0.92,0.82,0.87,0.48,1.0,0.0,1.0,0.0,0.68,0.87,0.76
230,106.7418388,-6.1848574,street_view_collage_230,,,,,,,0.52,0.32,0.29,0.6,0.52,0.56,0.54,0.45,0.64,0.0,0.04,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.41,0.39,0.48,0.64,0.83,0.86,1.0,0.0,1.0,0.0,0.84,0.56,0.4
231,106.7361281,-6.1658846,street_view_collage_231,,,route_2,9.0,,,0.5,0.24,0.28,0.57,0.5,0.46,0.3,0.78,0.46,0.0,0.05,0.0,0.14,0.0,0.05,0.0,0.0,0.0,0.67,0.36,0.7,0.95,0.36,0.41,1.0,0.0,1.0,0.0,0.38,0.82,0.52
232,106.7421296,-6.1641084,street_view_collage_232,,,,,,,0.25,0.25,0.25,0.64,0.25,0.2,0.51,0.44,0.17,0.0,0.14,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.85,0.79,0.71,0.7,0.47,0.31,1.0,0.0,1.0,0.0,0.39,0.7,0.82
233,106.7381619,-6.1674569,street_view_collage_233,,,,,,,0.39,0.25,0.25,0.54,0.39,0.2,0.59,0.54,0.23,0.0,0.04,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.85,0.38,0.44,0.66,0.45,0.45,1.0,0.0,1.0,0.0,0.45,0.55,0.62
234,106.7492862,-6.1609467,street_view_collage_234,,,,,,,0.33,0.2,0.33,0.56,0.33,0.07,0.21,0.67,0.14,0.17,0.07,0.0,0.0,0.5,0.25,0.2,0.2,0.17,0.46,0.39,0.71,0.97,0.66,0.13,1.0,0.0,1.0,0.0,0.4,0.84,0.43
235,106.7412244,-6.174937,street_view_collage_235,,,,,,,0.39,0.32,0.28,0.47,0.39,0.52,0.46,0.52,0.53,0.0,0.03,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.37,0.28,0.21,0.67,0.67,0.66,1.0,0.0,1.0,0.0,0.66,0.44,0.32
236,106.7481782,-6.1818345,street_view_collage_236,,,,,,,0.75,0.36,0.29,0.69,0.75,0.63,0.38,0.75,0.61,0.0,0.07,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.95,0.47,0.48,0.86,0.76,0.63,1.0,0.0,1.0,0.0,0.7,0.67,0.71
237,106.7315254,-6.1642274,street_view_collage_237,,,,,,,0.33,0.15,0.28,0.58,0.33,0.07,0.71,0.49,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.87,0.47,0.8,0.83,0.17,0.34,1.0,0.0,1.0,0.0,0.26,0.82,0.67
238,106.7367954,-6.167541,street_view_collage_238,,,,,,,0.52,0.3,0.29,0.56,0.52,0.48,0.33,0.73,0.48,0.0,0.14,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.8,0.29,0.55,0.83,0.41,0.46,1.0,0.0,1.0,0.0,0.44,0.69,0.55
239,106.728923,-6.1641323,street_view_collage_239,,,,,,,0.3,0.16,0.34,0.54,0.3,0.02,0.52,0.56,0.05,0.0,0.03,0.0,0.29,0.0,0.3,0.2,0.2,0.33,0.67,0.74,0.52,0.91,0.08,0.32,1.0,0.0,1.0,0.0,0.2,0.72,0.7
24,106.7400932,-6.1827441,street_view_collage_24,,,,,,,0.42,0.33,0.27,0.58,0.42,0.32,0.55,0.49,0.35,0.0,0.47,0.5,0.29,0.0,0.0,0.0,0.1,0.0,0.57,0.41,0.33,0.6,0.73,0.88,1.0,0.0,1.0,0.0,0.8,0.46,0.49
240,106.7481257,-6.1671542,street_view_collage_240,,,,,,,0.28,0.28,0.25,0.61,0.28,0.17,0.53,0.55,0.2,0.0,0.44,0.0,0.14,0.5,0.05,0.0,0.0,0.0,0.63,0.46,0.69,0.88,0.67,0.32,1.0,0.0,1.0,0.0,0.5,0.78,0.55
241,106.7392584,-6.1804199,street_view_collage_241,,,,,,,0.26,0.29,0.29,0.5,0.26,0.47,0.64,0.24,0.47,0.0,0.01,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.44,0.25,0.16,0.68,0.64,0.85,1.0,0.0,1.0,0.0,0.74,0.42,0.34
242,106.7366019,-6.160719,street_view_collage_242,,,,,,,0.45,0.43,0.27,0.63,0.45,0.33,0.65,0.61,0.36,0.33,0.32,0.0,0.29,1.0,0.1,0.0,0.0,0.0,0.99,0.51,1.0,0.78,0.23,0.24,1.0,0.0,1.0,0.0,0.24,0.89,0.75
243,106.7335256,-6.1793924,street_view_collage_243,,,,,,,0.45,0.36,0.3,0.64,0.45,0.61,0.26,0.76,0.63,0.17,0.03,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.75,0.48,0.56,0.74,0.48,0.84,1.0,0.0,1.0,0.0,0.66,0.65,0.62
244,106.7539797,-6.1865776,street_view_collage_244,,,,,,,0.52,0.31,0.29,0.75,0.52,0.55,0.39,0.67,0.58,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.73,0.88,0.74,0.78,0.56,0.84,1.0,0.0,1.0,0.0,0.7,0.76,0.8
245,106.7498696,-6.186368,street_view_collage_245,,,,,,,0.47,0.4,0.32,0.71,0.47,0.4,0.46,0.55,0.38,0.33,0.06,0.0,0.43,1.0,0.5,0.0,0.0,0.0,0.5,0.73,0.7,0.94,0.7,0.7,1.0,0.0,1.0,0.0,0.7,0.82,0.62
246,106.737038,-6.1650062,street_view_collage_246,,,,,,,0.57,0.37,0.28,0.59,0.57,0.39,0.39,0.75,0.4,0.0,0.08,0.0,0.29,1.0,0.1,0.0,0.0,0.0,0.78,0.49,0.63,0.88,0.36,0.38,1.0,0.0,1.0,0.0,0.37,0.76,0.64
247,106.7397898,-6.1691187,street_view_collage_247,,,,,,,0.04,0.13,0.27,0.47,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.27,0.24,0.54,0.54,0.5,1.0,0.0,1.0,0.0,0.52,0.39,0.5
248,106.7463307,-6.1850363,street_view_collage_248,,,,,,,0.8,0.31,0.29,0.54,0.8,0.61,0.3,0.76,0.61,0.0,0.01,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.54,0.42,0.38,0.39,0.79,0.71,1.0,0.0,1.0,0.0,0.75,0.38,0.48
249,106.7449688,-6.1872406,street_view_collage_249,,,,,,,0.32,0.28,0.25,0.59,0.32,0.19,0.65,0.43,0.22,0.17,0.38,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.19,0.66,0.35,0.67,0.88,0.76,1.0,0.0,1.0,0.0,0.82,0.51,0.43
25,106.7313192,-6.1624583,street_view_collage_25,,,,,,,0.39,0.14,0.25,0.55,0.39,0.06,0.19,0.57,0.08,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.89,0.46,0.67,0.88,0.13,0.28,1.0,0.0,1.0,0.0,0.2,0.78,0.68
250,106.7481507,-6.1691559,street_view_collage_250,,,,,,,0.34,0.14,0.28,0.61,0.34,0.06,0.47,0.56,0.08,0.0,0.05,0.0,0.0,0.0,0.1,0.2,0.0,0.17,0.4,0.67,0.62,0.88,0.74,0.37,1.0,0.0,1.0,0.0,0.55,0.75,0.54
251,106.7461622,-6.1608435,street_view_collage_251,,,,,,,0.44,0.34,0.36,0.63,0.44,0.22,0.03,0.92,0.34,0.0,0.16,0.0,0.86,0.5,0.35,0.2,0.2,0.17,0.68,0.49,0.92,0.98,0.55,0.17,1.0,0.0,1.0,0.0,0.36,0.95,0.58
252,106.7466903,-6.1886375,street_view_collage_252,,,,,,,0.33,0.26,0.26,0.53,0.33,0.33,0.75,0.29,0.3,0.0,0.03,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.1,0.8,0.29,0.47,0.85,0.69,1.0,0.0,1.0,0.0,0.77,0.38,0.45
253,106.7399134,-6.1819565,street_view_collage_253,,,,,,,0.18,0.34,0.28,0.56,0.18,0.48,0.64,0.28,0.49,0.17,0.05,0.0,0.43,0.5,0.05,0.0,0.0,0.0,0.52,0.35,0.25,0.68,0.7,0.87,1.0,0.0,1.0,0.0,0.78,0.46,0.44
254,106.7559482,-6.1601103,street_view_collage_254,,,,,,,0.4,0.34,0.27,0.77,0.4,0.42,0.37,0.67,0.46,0.17,0.43,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.94,0.94,0.88,0.87,0.85,0.16,1.0,0.0,1.0,0.0,0.5,0.88,0.94
255,106.7480935,-6.1814091,street_view_collage_255,,,,,,,0.0,0.22,0.26,0.69,0.0,0.38,0.69,0.11,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.89,0.52,0.44,0.91,0.77,0.63,1.0,0.0,1.0,0.0,0.7,0.68,0.7
